,Price (in rupees),Carpet Area
55620,8367.0,1494.0
55621,12103.0,1790.0
55622,9631.0,2440.0
55623,11314.0,1149.0
55624,6522.0,1932.0
55625,5833.0,600.0
55626,4907.0,600.0
55627,9695.0,1605.0
55628,7987.0,1300.0
55629,22152.0,2700.0
55630,14250.0,1700.0
55631,0.0,1600.0
55632,20000.0,1701.0
55633,10000.0,1450.0
55634,11240.0,2358.0
55635,8333.0,1800.0
55636,12963.0,1296.0
55637,18000.0,4583.0
55638,16111.0,1500.0
55639,5425.0,600.0
55640,6047.0,1720.0
55641,0.0,700.0
55642,7143.0,1470.0
55643,8359.0,1300.0
55644,8073.0,1920.0
55645,0.0,1975.0
55646,10000.0,700.0
55647,6316.0,1140.0
55648,8031.0,1550.0
55649,7863.0,1081.0
55650,8367.0,1494.0
55651,12103.0,1790.0
55652,9631.0,2440.0
55653,11314.0,1149.0
55654,6522.0,1932.0
55655,5833.0,600.0
55656,4907.0,600.0
55657,9695.0,1605.0
55658,7987.0,1300.0
55659,22152.0,2700.0
55660,14250.0,1700.0
55661,0.0,1600.0
55662,20000.0,1701.0
55663,10000.0,1450.0
55664,11240.0,2358.0
55665,8333.0,1800.0
55666,12963.0,1296.0
55667,18000.0,4583.0
55668,16111.0,1500.0
55669,5425.0,600.0
55670,6047.0,1720.0
55671,0.0,700.0
55672,7143.0,1470.0
55673,8359.0,1300.0
55674,8073.0,1920.0
55675,0.0,1975.0
55676,10000.0,700.0
55677,6316.0,1140.0
55678,8031.0,1550.0
55679,7863.0,1081.0
55680,8367.0,1494.0
55681,12103.0,1790.0
55682,9631.0,2440.0
55683,11314.0,1149.0
55684,6522.0,1932.0
55685,5833.0,600.0
55686,4907.0,600.0
55687,9695.0,1605.0
55688,7987.0,1300.0
55689,22152.0,2700.0
55690,14250.0,1700.0
55691,0.0,1600.0
55692,20000.0,1701.0
55693,10000.0,1450.0
55694,11240.0,2358.0
55695,8333.0,1800.0
55696,12963.0,1296.0
55697,18000.0,4583.0
55698,16111.0,1500.0
55699,5425.0,600.0
55700,6047.0,1720.0
55701,0.0,700.0
55702,7143.0,1470.0
55703,8359.0,1300.0
55704,8073.0,1920.0
55705,0.0,1975.0
55706,10000.0,700.0
55707,6316.0,1140.0
55708,8031.0,1550.0
55709,7863.0,1081.0
55710,8367.0,1494.0
55711,12103.0,1790.0
55712,9631.0,2440.0
55713,11314.0,1149.0
55714,6522.0,1932.0
55715,5833.0,600.0
55716,4907.0,600.0
55717,9695.0,1605.0
55718,7987.0,1300.0
55719,22152.0,2700.0
55720,14250.0,1700.0
55721,0.0,1600.0
55722,20000.0,1701.0
55723,10000.0,1450.0
55724,11240.0,2358.0
55725,8333.0,1800.0
55726,12963.0,1296.0
55727,18000.0,4583.0
55728,16111.0,1500.0
55729,5425.0,600.0
55730,6047.0,1720.0
55731,0.0,700.0
55732,7143.0,1470.0
55733,8359.0,1300.0
55734,8073.0,1920.0
55735,0.0,1975.0
55736,10000.0,700.0
55737,6316.0,1140.0
55738,8031.0,1550.0
55739,7863.0,1081.0
55740,8367.0,1494.0
55741,12103.0,1790.0
55742,9631.0,2440.0
55743,11314.0,1149.0
55744,6522.0,1932.0
55745,5833.0,600.0
55746,4907.0,600.0
55747,9695.0,1605.0
55748,7987.0,1300.0
55749,22152.0,2700.0
55750,14250.0,1700.0
55751,0.0,1600.0
55752,20000.0,1701.0
55753,10000.0,1450.0
55754,11240.0,2358.0
55755,8333.0,1800.0
55756,12963.0,1296.0
55757,18000.0,4583.0
55758,16111.0,1500.0
55759,5425.0,600.0
55760,6047.0,1720.0
55761,0.0,700.0
55762,7143.0,1470.0
55763,8359.0,1300.0
55764,8073.0,1920.0
55765,0.0,1975.0
55766,10000.0,700.0
55767,6316.0,1140.0
55768,8031.0,1550.0
55769,7863.0,1081.0
55770,8367.0,1494.0
55771,12103.0,1790.0
55772,9631.0,2440.0
55773,11314.0,1149.0
55774,6522.0,1932.0
55775,5833.0,600.0
55776,4907.0,600.0
55777,9695.0,1605.0
55778,7987.0,1300.0
55779,22152.0,2700.0
55780,14250.0,1700.0
55781,0.0,1600.0
55782,20000.0,1701.0
55783,10000.0,1450.0
55784,11240.0,2358.0
55785,8333.0,1800.0
55786,12963.0,1296.0
55787,18000.0,4583.0
55788,16111.0,1500.0
55789,5425.0,600.0
55790,6047.0,1720.0
55791,0.0,700.0
55792,7143.0,1470.0
55793,8359.0,1300.0
55794,8073.0,1920.0
55795,0.0,1975.0
55796,10000.0,700.0
55797,6316.0,1140.0
55798,8031.0,1550.0
55799,7863.0,1081.0
55800,8367.0,1494.0
55801,12103.0,1790.0
55802,9631.0,2440.0
55803,11314.0,1149.0
55804,6522.0,1932.0
55805,5833.0,600.0
55806,4907.0,600.0
55807,9695.0,1605.0
55808,7987.0,1300.0
55809,22152.0,2700.0
55810,14250.0,1700.0
55811,0.0,1600.0
55812,20000.0,1701.0
55813,10000.0,1450.0
55814,11240.0,2358.0
55815,8333.0,1800.0
55816,12963.0,1296.0
55817,18000.0,4583.0
55818,16111.0,1500.0
55819,5425.0,600.0
55820,6047.0,1720.0
55821,0.0,700.0
55822,7143.0,1470.0
55823,8359.0,1300.0
55824,8073.0,1920.0
55825,0.0,1975.0
55826,10000.0,700.0
55827,6316.0,1140.0
55828,8031.0,1550.0
55829,7863.0,1081.0
55830,8367.0,1494.0
55831,12103.0,1790.0
55832,9631.0,2440.0
55833,11314.0,1149.0
55834,6522.0,1932.0
55835,5833.0,600.0
55836,4907.0,600.0
55837,9695.0,1605.0
55838,7987.0,1300.0
55839,22152.0,2700.0
55840,14250.0,1700.0
55841,0.0,1600.0
55842,20000.0,1701.0
55843,10000.0,1450.0
55844,11240.0,2358.0
55845,8333.0,1800.0
55846,12963.0,1296.0
55847,18000.0,4583.0
55848,16111.0,1500.0
55849,5425.0,600.0
55850,6047.0,1720.0
55851,0.0,700.0
55852,7143.0,1470.0
55853,8359.0,1300.0
55854,8073.0,1920.0
55855,0.0,1975.0
55856,10000.0,700.0
55857,6316.0,1140.0
55858,8031.0,1550.0
55859,7863.0,1081.0
55860,8367.0,1494.0
55861,12103.0,1790.0
55862,9631.0,2440.0
55863,11314.0,1149.0
55864,6522.0,1932.0
55865,5833.0,600.0
55866,4907.0,600.0
55867,9695.0,1605.0
55868,7987.0,1300.0
55869,22152.0,2700.0
55870,14250.0,1700.0
55871,0.0,1600.0
55872,20000.0,1701.0
55873,10000.0,1450.0
55874,11240.0,2358.0
55875,8333.0,1800.0
55876,12963.0,1296.0
55877,18000.0,4583.0
55878,16111.0,1500.0
55879,5425.0,600.0
55880,6047.0,1720.0
55881,0.0,700.0
55882,7143.0,1470.0
55883,8359.0,1300.0
55884,8073.0,1920.0
55885,0.0,1975.0
55886,10000.0,700.0
55887,6316.0,1140.0
55888,8031.0,1550.0
55889,7863.0,1081.0
55890,8367.0,1494.0
55891,12103.0,1790.0
55892,9631.0,2440.0
55893,11314.0,1149.0
55894,6522.0,1932.0
55895,5833.0,600.0
55896,4907.0,600.0
55897,9695.0,1605.0
55898,7987.0,1300.0
55899,22152.0,2700.0
55900,14250.0,1700.0
55901,0.0,1600.0
55902,20000.0,1701.0
55903,10000.0,1450.0
55904,11240.0,2358.0
55905,8333.0,1800.0
55906,12963.0,1296.0
55907,18000.0,4583.0
55908,16111.0,1500.0
55909,5425.0,600.0
55910,6047.0,1720.0
55911,0.0,700.0
55912,7143.0,1470.0
55913,8359.0,1300.0
55914,8073.0,1920.0
55915,0.0,1975.0
55916,10000.0,700.0
55917,6316.0,1140.0
55918,8031.0,1550.0
55919,7863.0,1081.0
55920,8367.0,1494.0
55921,12103.0,1790.0
55922,9631.0,2440.0
55923,11314.0,1149.0
55924,6522.0,1932.0
55925,5833.0,600.0
55926,4907.0,600.0
55927,9695.0,1605.0
55928,7987.0,1300.0
55929,22152.0,2700.0
55930,14250.0,1700.0
55931,0.0,1600.0
55932,20000.0,1701.0
55933,10000.0,1450.0
55934,11240.0,2358.0
55935,8333.0,1800.0
55936,12963.0,1296.0
55937,18000.0,4583.0
55938,16111.0,1500.0
55939,5425.0,600.0
55940,6047.0,1720.0
55941,0.0,700.0
55942,7143.0,1470.0
55943,8359.0,1300.0
55944,8073.0,1920.0
55945,0.0,1975.0
55946,10000.0,700.0
55947,6316.0,1140.0
55948,8031.0,1550.0
55949,7863.0,1081.0
55950,8367.0,1494.0
55951,12103.0,1790.0
55952,9631.0,2440.0
55953,11314.0,1149.0
55954,6522.0,1932.0
55955,5833.0,600.0
55956,4907.0,600.0
55957,9695.0,1605.0
55958,7987.0,1300.0
55959,22152.0,2700.0
55960,14250.0,1700.0
55961,0.0,1600.0
55962,20000.0,1701.0
55963,10000.0,1450.0
55964,11240.0,2358.0
55965,8333.0,1800.0
55966,12963.0,1296.0
55967,18000.0,4583.0
55968,16111.0,1500.0
55969,5425.0,600.0
55970,6047.0,1720.0
55971,0.0,700.0
55972,7143.0,1470.0
55973,8359.0,1300.0
55974,8073.0,1920.0
55975,0.0,1975.0
55976,10000.0,700.0
55977,6316.0,1140.0
55978,8031.0,1550.0
55979,7863.0,1081.0
55980,8367.0,1494.0
55981,12103.0,1790.0
55982,9631.0,2440.0
55983,11314.0,1149.0
55984,6522.0,1932.0
55985,5833.0,600.0
55986,4907.0,600.0
55987,9695.0,1605.0
55988,7987.0,1300.0
55989,22152.0,2700.0
55990,14250.0,1700.0
55991,0.0,1600.0
55992,20000.0,1701.0
55993,10000.0,1450.0
55994,11240.0,2358.0
55995,8333.0,1800.0
55996,12963.0,1296.0
55997,18000.0,4583.0
55998,16111.0,1500.0
55999,5425.0,600.0
56000,6047.0,1720.0
56001,0.0,700.0
56002,7143.0,1470.0
56003,8359.0,1300.0
56004,8073.0,1920.0
56005,0.0,1975.0
56006,10000.0,700.0
56007,6316.0,1140.0
56008,8031.0,1550.0
56009,7863.0,1081.0
56010,8367.0,1494.0
56011,12103.0,1790.0
56012,9631.0,2440.0
56013,11314.0,1149.0
56014,6522.0,1932.0
56015,5833.0,600.0
56016,4907.0,600.0
56017,9695.0,1605.0
56018,7987.0,1300.0
56019,22152.0,2700.0
56020,14250.0,1700.0
56021,0.0,1600.0
56022,20000.0,1701.0
56023,10000.0,1450.0
56024,11240.0,2358.0
56025,8333.0,1800.0
56026,12963.0,1296.0
56027,18000.0,4583.0
56028,16111.0,1500.0
56029,5425.0,600.0
56030,6047.0,1720.0
56031,0.0,700.0
56032,7143.0,1470.0
56033,8359.0,1300.0
56034,8073.0,1920.0
56035,0.0,1975.0
56036,10000.0,700.0
56037,6316.0,1140.0
56038,8031.0,1550.0
56039,7863.0,1081.0
56040,8367.0,1494.0
56041,12103.0,1790.0
56042,9631.0,2440.0
56043,11314.0,1149.0
56044,6522.0,1932.0
56045,5833.0,600.0
56046,4907.0,600.0
56047,9695.0,1605.0
56048,7987.0,1300.0
56049,22152.0,2700.0
56050,14250.0,1700.0
56051,0.0,1600.0
56052,20000.0,1701.0
56053,10000.0,1450.0
56054,11240.0,2358.0
56055,8333.0,1800.0
56056,12963.0,1296.0
56057,18000.0,4583.0
56058,16111.0,1500.0
56059,5425.0,600.0
56060,6047.0,1720.0
56061,0.0,700.0
56062,7143.0,1470.0
56063,8359.0,1300.0
56064,8073.0,1920.0
56065,0.0,1975.0
56066,10000.0,700.0
56067,6316.0,1140.0
56068,8031.0,1550.0
56069,7863.0,1081.0
56070,8367.0,1494.0
56071,12103.0,1790.0
56072,9631.0,2440.0
56073,11314.0,1149.0
56074,6522.0,1932.0
56075,5833.0,600.0
56076,4907.0,600.0
56077,9695.0,1605.0
56078,7987.0,1300.0
56079,22152.0,2700.0
56080,14250.0,1700.0
56081,0.0,1600.0
56082,20000.0,1701.0
56083,10000.0,1450.0
56084,11240.0,2358.0
56085,8333.0,1800.0
56086,12963.0,1296.0
56087,18000.0,4583.0
56088,16111.0,1500.0
56089,5425.0,600.0
56090,6047.0,1720.0
56091,0.0,700.0
56092,7143.0,1470.0
56093,8359.0,1300.0
56094,8073.0,1920.0
56095,0.0,1975.0
56096,10000.0,700.0
56097,6316.0,1140.0
56098,8031.0,1550.0
56099,7863.0,1081.0
56100,8367.0,1494.0
56101,12103.0,1790.0
56102,9631.0,2440.0
56103,11314.0,1149.0
56104,6522.0,1932.0
56105,5833.0,600.0
56106,4907.0,600.0
56107,9695.0,1605.0
56108,7987.0,1300.0
56109,22152.0,2700.0
56110,14250.0,1700.0
56111,0.0,1600.0
56112,20000.0,1701.0
56113,10000.0,1450.0
56114,11240.0,2358.0
56115,8333.0,1800.0
56116,12963.0,1296.0
56117,18000.0,4583.0
56118,16111.0,1500.0
56119,5425.0,600.0
56120,6047.0,1720.0
56121,0.0,700.0
56122,7143.0,1470.0
56123,8359.0,1300.0
56124,8073.0,1920.0
56125,0.0,1975.0
56126,10000.0,700.0
56127,6316.0,1140.0
56128,8031.0,1550.0
56129,7863.0,1081.0
56130,8367.0,1494.0
56131,12103.0,1790.0
56132,9631.0,2440.0
56133,11314.0,1149.0
56134,6522.0,1932.0
56135,5833.0,600.0
56136,4907.0,600.0
56137,9695.0,1605.0
56138,7987.0,1300.0
56139,22152.0,2700.0
56140,14250.0,1700.0
56141,0.0,1600.0
56142,20000.0,1701.0
56143,10000.0,1450.0
56144,11240.0,2358.0
56145,8333.0,1800.0
56146,12963.0,1296.0
56147,18000.0,4583.0
56148,16111.0,1500.0
56149,5425.0,600.0
56150,6047.0,1720.0
56151,0.0,700.0
56152,7143.0,1470.0
56153,8359.0,1300.0
56154,8073.0,1920.0
56155,0.0,1975.0
56156,10000.0,700.0
56157,6316.0,1140.0
56158,8031.0,1550.0
56159,7863.0,1081.0
56160,8367.0,1494.0
56161,12103.0,1790.0
56162,9631.0,2440.0
56163,11314.0,1149.0
56164,6522.0,1932.0
56165,5833.0,600.0
56166,4907.0,600.0
56167,9695.0,1605.0
56168,7987.0,1300.0
56169,22152.0,2700.0
56170,14250.0,1700.0
56171,0.0,1600.0
56172,20000.0,1701.0
56173,10000.0,1450.0
56174,11240.0,2358.0
56175,8333.0,1800.0
56176,12963.0,1296.0
56177,18000.0,4583.0
56178,16111.0,1500.0
56179,5425.0,600.0
56180,6047.0,1720.0
56181,0.0,700.0
56182,7143.0,1470.0
56183,8359.0,1300.0
56184,8073.0,1920.0
56185,0.0,1975.0
56186,10000.0,700.0
56187,6316.0,1140.0
56188,8031.0,1550.0
56189,7863.0,1081.0
56190,8367.0,1494.0
56191,12103.0,1790.0
56192,9631.0,2440.0
56193,11314.0,1149.0
56194,6522.0,1932.0
56195,5833.0,600.0
56196,4907.0,600.0
56197,9695.0,1605.0
56198,7987.0,1300.0
56199,22152.0,2700.0
56200,14250.0,1700.0
56201,0.0,1600.0
56202,20000.0,1701.0
56203,10000.0,1450.0
56204,11240.0,2358.0
56205,8333.0,1800.0
56206,12963.0,1296.0
56207,18000.0,4583.0
56208,16111.0,1500.0
56209,5425.0,600.0
56210,6047.0,1720.0
56211,0.0,700.0
56212,7143.0,1470.0
56213,8359.0,1300.0
56214,8073.0,1920.0
56215,0.0,1975.0
56216,10000.0,700.0
56217,6316.0,1140.0
56218,8031.0,1550.0
56219,7863.0,1081.0
56220,8367.0,1494.0
56221,12103.0,1790.0
56222,9631.0,2440.0
56223,11314.0,1149.0
56224,6522.0,1932.0
56225,5833.0,600.0
56226,4907.0,600.0
56227,9695.0,1605.0
56228,7987.0,1300.0
56229,22152.0,2700.0
56230,14250.0,1700.0
56231,0.0,1600.0
56232,20000.0,1701.0
56233,10000.0,1450.0
56234,11240.0,2358.0
56235,8333.0,1800.0
56236,12963.0,1296.0
56237,18000.0,4583.0
56238,16111.0,1500.0
56239,5425.0,600.0
56240,6047.0,1720.0
56241,0.0,700.0
56242,7143.0,1470.0
56243,8359.0,1300.0
56244,8073.0,1920.0
56245,0.0,1975.0
56246,10000.0,700.0
56247,6316.0,1140.0
56248,8031.0,1550.0
56249,7863.0,1081.0
56250,8367.0,1494.0
56251,12103.0,1790.0
56252,9631.0,2440.0
56253,11314.0,1149.0
56254,6522.0,1932.0
56255,5833.0,600.0
56256,4907.0,600.0
56257,9695.0,1605.0
56258,7987.0,1300.0
56259,22152.0,2700.0
56260,14250.0,1700.0
56261,0.0,1600.0
56262,20000.0,1701.0
56263,10000.0,1450.0
56264,11240.0,2358.0
56265,8333.0,1800.0
56266,12963.0,1296.0
56267,18000.0,4583.0
56268,16111.0,1500.0
56269,5425.0,600.0
56270,6047.0,1720.0
56271,0.0,700.0
56272,7143.0,1470.0
56273,8359.0,1300.0
56274,8073.0,1920.0
56275,0.0,1975.0
56276,10000.0,700.0
56277,6316.0,1140.0
56278,8031.0,1550.0
56279,7863.0,1081.0
56280,8367.0,1494.0
56281,12103.0,1790.0
56282,9631.0,2440.0
56283,11314.0,1149.0
56284,6522.0,1932.0
56285,5833.0,600.0
56286,4907.0,600.0
56287,9695.0,1605.0
56288,7987.0,1300.0
56289,22152.0,2700.0
56290,14250.0,1700.0
56291,0.0,1600.0
56292,20000.0,1701.0
56293,10000.0,1450.0
56294,11240.0,2358.0
56295,8333.0,1800.0
56296,12963.0,1296.0
56297,18000.0,4583.0
56298,16111.0,1500.0
56299,5425.0,600.0
56300,6047.0,1720.0
56301,0.0,700.0
56302,7143.0,1470.0
56303,8359.0,1300.0
56304,8073.0,1920.0
56305,0.0,1975.0
56306,10000.0,700.0
56307,6316.0,1140.0
56308,8031.0,1550.0
56309,7863.0,1081.0
56310,8367.0,1494.0
56311,12103.0,1790.0
56312,9631.0,2440.0
56313,11314.0,1149.0
56314,6522.0,1932.0
56315,5833.0,600.0
56316,4907.0,600.0
56317,9695.0,1605.0
56318,7987.0,1300.0
56319,22152.0,2700.0
56320,14250.0,1700.0
56321,0.0,1600.0
56322,20000.0,1701.0
56323,10000.0,1450.0
56324,11240.0,2358.0
56325,8333.0,1800.0
56326,12963.0,1296.0
56327,18000.0,4583.0
56328,16111.0,1500.0
56329,5425.0,600.0
56330,6047.0,1720.0
56331,0.0,700.0
56332,7143.0,1470.0
56333,8359.0,1300.0
56334,8073.0,1920.0
56335,0.0,1975.0
56336,10000.0,700.0
56337,6316.0,1140.0
56338,8031.0,1550.0
56339,7863.0,1081.0
56340,8367.0,1494.0
56341,12103.0,1790.0
56342,9631.0,2440.0
56343,11314.0,1149.0
56344,6522.0,1932.0
56345,5833.0,600.0
56346,4907.0,600.0
56347,9695.0,1605.0
56348,7987.0,1300.0
56349,22152.0,2700.0
56350,14250.0,1700.0
56351,0.0,1600.0
56352,20000.0,1701.0
56353,10000.0,1450.0
56354,11240.0,2358.0
56355,8333.0,1800.0
56356,12963.0,1296.0
56357,18000.0,4583.0
56358,16111.0,1500.0
56359,5425.0,600.0
56360,6047.0,1720.0
56361,0.0,700.0
56362,7143.0,1470.0
56363,8359.0,1300.0
56364,8073.0,1920.0
56365,0.0,1975.0
56366,10000.0,700.0
56367,6316.0,1140.0
56368,8031.0,1550.0
56369,7863.0,1081.0
56370,8367.0,1494.0
56371,12103.0,1790.0
56372,9631.0,2440.0
56373,11314.0,1149.0
56374,6522.0,1932.0
56375,5833.0,600.0
56376,4907.0,600.0
56377,9695.0,1605.0
56378,7987.0,1300.0
56379,22152.0,2700.0
56380,14250.0,1700.0
56381,0.0,1600.0
56382,20000.0,1701.0
56383,10000.0,1450.0
56384,11240.0,2358.0
56385,8333.0,1800.0
56386,12963.0,1296.0
56387,18000.0,4583.0
56388,16111.0,1500.0
56389,5425.0,600.0
56390,6047.0,1720.0
56391,0.0,700.0
56392,7143.0,1470.0
56393,8359.0,1300.0
56394,8073.0,1920.0
56395,0.0,1975.0
56396,10000.0,700.0
56397,6316.0,1140.0
56398,8031.0,1550.0
56399,7863.0,1081.0
56400,8367.0,1494.0
56401,12103.0,1790.0
56402,9631.0,2440.0
56403,11314.0,1149.0
56404,6522.0,1932.0
56405,5833.0,600.0
56406,4907.0,600.0
56407,9695.0,1605.0
56408,7987.0,1300.0
56409,22152.0,2700.0
56410,14250.0,1700.0
56411,0.0,1600.0
56412,20000.0,1701.0
56413,10000.0,1450.0
56414,11240.0,2358.0
56415,8333.0,1800.0
56416,12963.0,1296.0
56417,18000.0,4583.0
56418,16111.0,1500.0
56419,5425.0,600.0
56420,6047.0,1720.0
56421,0.0,700.0
56422,7143.0,1470.0
56423,8359.0,1300.0
56424,8073.0,1920.0
56425,0.0,1975.0
56426,10000.0,700.0
56427,6316.0,1140.0
56428,8031.0,1550.0
56429,7863.0,1081.0
56430,8367.0,1494.0
56431,12103.0,1790.0
56432,9631.0,2440.0
56433,11314.0,1149.0
56434,6522.0,1932.0
56435,5833.0,600.0
56436,4907.0,600.0
56437,9695.0,1605.0
56438,7987.0,1300.0
56439,22152.0,2700.0
56440,14250.0,1700.0
56441,0.0,1600.0
56442,20000.0,1701.0
56443,10000.0,1450.0
56444,11240.0,2358.0
56445,8333.0,1800.0
56446,12963.0,1296.0
56447,18000.0,4583.0
56448,16111.0,1500.0
56449,5425.0,600.0
56450,6047.0,1720.0
56451,0.0,700.0
56452,7143.0,1470.0
56453,8359.0,1300.0
56454,8073.0,1920.0
56455,0.0,1975.0
56456,10000.0,700.0
56457,6316.0,1140.0
56458,8031.0,1550.0
56459,7863.0,1081.0
56460,8367.0,1494.0
56461,12103.0,1790.0
56462,9631.0,2440.0
56463,11314.0,1149.0
56464,6522.0,1932.0
56465,5833.0,600.0
56466,4907.0,600.0
56467,9695.0,1605.0
56468,7987.0,1300.0
56469,22152.0,2700.0
56470,14250.0,1700.0
56471,0.0,1600.0
56472,20000.0,1701.0
56473,10000.0,1450.0
56474,11240.0,2358.0
56475,8333.0,1800.0
56476,12963.0,1296.0
56477,18000.0,4583.0
56478,16111.0,1500.0
56479,5425.0,600.0
56480,6047.0,1720.0
56481,0.0,700.0
56482,7143.0,1470.0
56483,8359.0,1300.0
56484,8073.0,1920.0
56485,0.0,1975.0
56486,10000.0,700.0
56487,6316.0,1140.0
56488,8031.0,1550.0
56489,7863.0,1081.0
56490,8367.0,1494.0
56491,12103.0,1790.0
56492,9631.0,2440.0
56493,11314.0,1149.0
56494,6522.0,1932.0
56495,5833.0,600.0
56496,4907.0,600.0
56497,9695.0,1605.0
56498,7987.0,1300.0
56499,22152.0,2700.0
56500,14250.0,1700.0
56501,0.0,1600.0
56502,20000.0,1701.0
56503,10000.0,1450.0
56504,11240.0,2358.0
56505,8333.0,1800.0
56506,12963.0,1296.0
56507,18000.0,4583.0
56508,16111.0,1500.0
56509,5425.0,600.0
56510,6047.0,1720.0
56511,0.0,700.0
56512,7143.0,1470.0
56513,8359.0,1300.0
56514,8073.0,1920.0
56515,0.0,1975.0
56516,10000.0,700.0
56517,6316.0,1140.0
56518,8031.0,1550.0
56519,7863.0,1081.0
56520,8367.0,1494.0
56521,12103.0,1790.0
56522,9631.0,2440.0
56523,11314.0,1149.0
56524,6522.0,1932.0
56525,5833.0,600.0
56526,4907.0,600.0
56527,9695.0,1605.0
56528,7987.0,1300.0
56529,22152.0,2700.0
56530,14250.0,1700.0
56531,0.0,1600.0
56532,20000.0,1701.0
56533,10000.0,1450.0
56534,11240.0,2358.0
56535,8333.0,1800.0
56536,12963.0,1296.0
56537,18000.0,4583.0
56538,16111.0,1500.0
56539,5425.0,600.0
56540,6047.0,1720.0
56541,0.0,700.0
56542,7143.0,1470.0
56543,8359.0,1300.0
56544,8073.0,1920.0
56545,0.0,1975.0
56546,10000.0,700.0
56547,6316.0,1140.0
56548,8031.0,1550.0
56549,7863.0,1081.0
56550,8367.0,1494.0
56551,12103.0,1790.0
56552,9631.0,2440.0
56553,11314.0,1149.0
56554,6522.0,1932.0
56555,5833.0,600.0
56556,4907.0,600.0
56557,9695.0,1605.0
56558,7987.0,1300.0
56559,22152.0,2700.0
56560,14250.0,1700.0
56561,0.0,1600.0
56562,20000.0,1701.0
56563,10000.0,1450.0
56564,11240.0,2358.0
56565,8333.0,1800.0
56566,12963.0,1296.0
56567,18000.0,4583.0
56568,16111.0,1500.0
56569,5425.0,600.0
56570,6047.0,1720.0
56571,0.0,700.0
56572,7143.0,1470.0
56573,8359.0,1300.0
56574,8073.0,1920.0
56575,0.0,1975.0
56576,10000.0,700.0
56577,6316.0,1140.0
56578,8031.0,1550.0
56579,7863.0,1081.0
56580,8367.0,1494.0
56581,12103.0,1790.0
56582,9631.0,2440.0
56583,11314.0,1149.0
56584,6522.0,1932.0
56585,5833.0,600.0
56586,4907.0,600.0
56587,9695.0,1605.0
56588,7987.0,1300.0
56589,22152.0,2700.0
56590,14250.0,1700.0
56591,0.0,1600.0
56592,20000.0,1701.0
56593,10000.0,1450.0
56594,11240.0,2358.0
56595,8333.0,1800.0
56596,12963.0,1296.0
56597,18000.0,4583.0
56598,16111.0,1500.0
56599,5425.0,600.0
56600,6047.0,1720.0
56601,0.0,700.0
56602,7143.0,1470.0
56603,8359.0,1300.0
56604,8073.0,1920.0
56605,0.0,1975.0
56606,10000.0,700.0
56607,6316.0,1140.0
56608,8031.0,1550.0
56609,7863.0,1081.0
56610,8367.0,1494.0
56611,12103.0,1790.0
56612,9631.0,2440.0
56613,11314.0,1149.0
56614,6522.0,1932.0
56615,5833.0,600.0
56616,4907.0,600.0
56617,9695.0,1605.0
56618,7987.0,1300.0
56619,22152.0,2700.0
56620,14250.0,1700.0
56621,0.0,1600.0
56622,20000.0,1701.0
56623,10000.0,1450.0
56624,11240.0,2358.0
56625,8333.0,1800.0
56626,12963.0,1296.0
56627,18000.0,4583.0
56628,16111.0,1500.0
56629,5425.0,600.0
56630,6047.0,1720.0
56631,0.0,700.0
56632,7143.0,1470.0
56633,8359.0,1300.0
56634,8073.0,1920.0
56635,0.0,1975.0
56636,10000.0,700.0
56637,6316.0,1140.0
56638,8031.0,1550.0
56639,7863.0,1081.0
56640,8367.0,1494.0
56641,12103.0,1790.0
56642,9631.0,2440.0
56643,11314.0,1149.0
56644,6522.0,1932.0
56645,5833.0,600.0
56646,4907.0,600.0
56647,9695.0,1605.0
56648,7987.0,1300.0
56649,22152.0,2700.0
56650,14250.0,1700.0
56651,0.0,1600.0
56652,20000.0,1701.0
56653,10000.0,1450.0
56654,11240.0,2358.0
56655,8333.0,1800.0
56656,12963.0,1296.0
56657,18000.0,4583.0
56658,16111.0,1500.0
56659,5425.0,600.0
56660,6047.0,1720.0
56661,0.0,700.0
56662,7143.0,1470.0
56663,8359.0,1300.0
56664,8073.0,1920.0
56665,0.0,1975.0
56666,10000.0,700.0
56667,6316.0,1140.0
56668,8031.0,1550.0
56669,7863.0,1081.0
56670,8367.0,1494.0
56671,12103.0,1790.0
56672,9631.0,2440.0
56673,11314.0,1149.0
56674,6522.0,1932.0
56675,5833.0,600.0
56676,4907.0,600.0
56677,9695.0,1605.0
56678,7987.0,1300.0
56679,22152.0,2700.0
56680,14250.0,1700.0
56681,0.0,1600.0
56682,20000.0,1701.0
56683,10000.0,1450.0
56684,11240.0,2358.0
56685,8333.0,1800.0
56686,12963.0,1296.0
56687,18000.0,4583.0
56688,16111.0,1500.0
56689,5425.0,600.0
56690,6047.0,1720.0
56691,0.0,700.0
56692,7143.0,1470.0
56693,8359.0,1300.0
56694,8073.0,1920.0
56695,0.0,1975.0
56696,10000.0,700.0
56697,6316.0,1140.0
56698,8031.0,1550.0
56699,7863.0,1081.0
56700,8367.0,1494.0
56701,12103.0,1790.0
56702,9631.0,2440.0
56703,11314.0,1149.0
56704,6522.0,1932.0
56705,5833.0,600.0
56706,4907.0,600.0
56707,9695.0,1605.0
56708,7987.0,1300.0
56709,22152.0,2700.0
56710,14250.0,1700.0
56711,0.0,1600.0
56712,20000.0,1701.0
56713,10000.0,1450.0
56714,11240.0,2358.0
56715,8333.0,1800.0
56716,12963.0,1296.0
56717,18000.0,4583.0
